transaction_id,timestamp,sender_account,receiver_account,amount,sender_ip,receiver_ip,transaction_type,country,is_fraud,fraud_pattern
TXN_60268D0959FB,2026-08-17T14:02:42.365203,ACC_00001,ACC_00721,28045.51,109.70.80.199,144.202.157.107,TRANSFER,SG,False,
TXN_45F9B73C80AD,2026-08-17T14:23:44.365203,ACC_00869,ACC_00848,24074.88,132.130.191.136,14.198.94.74,TRANSFER,IN,False,
TXN_8B78C3D24C0C,2026-08-17T14:26:44.365203,ACC_00209,ACC_00542,12636.3,117.140.131.215,191.21.56.246,TRANSFER,GB,False,
TXN_2BF48E760664,2026-08-17T14:32:23.365203,ACC_00402,ACC_00544,48903.69,143.130.17.143,9.200.184.131,TRANSFER,IN,False,
TXN_DA22FB1367DC,2026-08-17T14:32:39.365203,ACC_00104,ACC_00340,10356.97,169.107.176.101,211.47.228.216,TRANSFER,IN,False,
TXN_26E2A3885007,2026-08-17T14:34:00.365203,ACC_00749,ACC_00516,24509.67,160.82.215.102,183.184.177.10,TRANSFER,IN,False,
TXN_620E56751B2A,2026-08-17T14:36:31.365203,ACC_00887,ACC_00368,47596.91,8.16.69.187,191.151.162.124,TRANSFER,IN,False,
TXN_2967B763F49F,2026-08-17T14:37:50.365203,ACC_00193,ACC_00144,48432.09,203.208.129.71,8.32.116.107,TRANSFER,GB,False,
TXN_674B84A300CC,2026-08-17T14:42:29.365203,ACC_00101,ACC_00448,11683.99,96.114.28.238,29.62.231.10,TRANSFER,SG,False,
TXN_E397A5F95891,2026-08-17T14:42:40.365203,ACC_00010,ACC_00712,46602.58,91.7.133.76,50.48.229.76,TRANSFER,IN,False,
TXN_8CB71F73365A,2026-08-17T14:47:30.365203,ACC_00499,ACC_00415,47335.79,40.243.139.204,1.149.27.232,TRANSFER,IN,False,
TXN_3B0A7B4D6721,2026-08-17T14:49:10.365203,ACC_00236,ACC_00755,35043.45,168.222.60.210,21.189.129.40,TRANSFER,IN,False,
TXN_6488C7A7582A,2026-08-17T14:49:43.365203,ACC_00994,ACC_00093,15532.75,86.32.89.16,19.186.245.22,TRANSFER,IN,False,
TXN_050B976D11CB,2026-08-17T15:08:52.365203,ACC_00929,ACC_00940,33283.8,172.69.210.46,38.137.44.244,TRANSFER,US,False,
TXN_9D38D1DE9783,2026-08-17T15:12:39.365203,ACC_00313,ACC_00537,2154.99,193.21.142.187,56.72.154.153,TRANSFER,US,False,
TXN_82508859E861,2026-08-17T15:22:56.365203,ACC_00837,ACC_00229,42231.44,172.34.118.120,123.242.217.183,TRANSFER,IN,False,
TXN_A4A338B26DBA,2026-08-17T15:24:01.365203,ACC_00562,ACC_00193,8745.99,157.106.15.50,203.208.129.71,TRANSFER,IN,False,
TXN_5CA43CFE94B6,2026-08-17T15:24:55.365203,ACC_00715,ACC_00151,39162.22,217.90.74.20,208.238.178.91,TRANSFER,GB,False,
TXN_DBEFD0D5DBA2,2026-08-17T15:29:24.365203,ACC_00664,ACC_00642,11567.52,9.146.90.216,182.37.178.199,TRANSFER,GB,False,
TXN_E3DF4071A548,2026-08-17T15:30:51.365203,ACC_00872,ACC_00770,46625.26,209.195.172.118,100.5.75.32,TRANSFER,US,False,
TXN_583371A2F6BB,2026-08-17T15:31:36.365203,ACC_00960,ACC_00614,48868.59,132.138.0.235,39.217.213.166,TRANSFER,IN,False,
TXN_2238E8801BE8,2026-08-17T15:33:57.365203,ACC_00842,ACC_00342,26031.78,185.227.147.106,79.69.106.160,TRANSFER,IN,False,
TXN_A43B40790406,2026-08-17T15:38:48.365203,ACC_00043,ACC_00868,3606.97,68.19.219.252,92.74.108.213,TRANSFER,IN,False,
TXN_51A70F02593E,2026-08-17T15:41:55.365203,ACC_00707,ACC_00530,45193.41,24.189.169.160,74.248.255.189,TRANSFER,IN,False,
TXN_8C39E7AC4EA1,2026-08-17T15:43:29.365203,ACC_00803,ACC_00920,39709.52,144.112.95.42,205.115.21.136,TRANSFER,GB,False,
TXN_3BAA9B8B4AD6,2026-08-17T15:47:58.365203,ACC_00275,ACC_00498,36436.52,140.6.97.229,147.162.72.123,TRANSFER,IN,False,
TXN_0B7A3B80ACB5,2026-08-17T15:50:42.365203,ACC_00708,ACC_00940,39461.26,119.216.151.184,38.137.44.244,TRANSFER,GB,False,
TXN_EFD59EC0BD87,2026-08-17T15:55:22.365203,ACC_00345,ACC_00939,2706.05,169.139.194.26,167.254.181.116,TRANSFER,GB,False,
TXN_95C941C3D063,2026-08-17T15:56:51.365203,ACC_00338,ACC_00025,31094.79,142.130.137.161,82.129.231.194,TRANSFER,SG,False,
TXN_07CEBCAD81FD,2026-08-17T15:57:42.365203,ACC_00418,ACC_00638,35013.91,43.58.147.23,138.141.45.233,TRANSFER,IN,False,
TXN_C8A50A3C5720,2026-08-17T15:58:22.365203,ACC_00008,ACC_00210,15140.83,196.202.6.217,10.139.207.147,TRANSFER,IN,False,
TXN_C110AD38BEBF,2026-08-17T16:00:26.365203,ACC_00528,ACC_00969,45509.21,217.109.186.96,28.157.178.165,TRANSFER,IN,False,
TXN_C54A0DC86A38,2026-08-17T16:04:32.365203,ACC_00324,ACC_00790,44451.76,181.110.181.149,186.91.249.115,TRANSFER,IN,False,
TXN_CA41B6BC92A4,2026-08-17T16:15:36.365203,ACC_00317,ACC_00683,37110.51,29.211.241.200,114.209.97.20,TRANSFER,IN,False,
TXN_51D2535EA3C6,2026-08-17T16:25:47.365203,ACC_00970,ACC_00449,37988.54,33.85.63.204,192.187.181.119,TRANSFER,IN,False,
TXN_07E5B27DFF4A,2026-08-17T16:27:13.365203,ACC_00648,ACC_00982,32389.01,33.75.32.193,118.175.172.86,TRANSFER,US,False,
TXN_8523CE3DD649,2026-08-17T16:35:06.365203,ACC_00992,ACC_00419,17745.24,137.53.26.163,189.111.95.155,TRANSFER,SG,False,
TXN_BDF68C5F5816,2026-08-17T16:40:41.365203,ACC_00533,ACC_00907,10238.79,30.125.181.227,40.103.99.199,TRANSFER,IN,False,
TXN_7A7AC41C90B1,2026-08-17T16:42:28.365203,ACC_00852,ACC_00128,25953.3,114.179.213.23,59.135.35.107,TRANSFER,US,False,
TXN_DA8712A2BCFF,2026-08-17T16:52:18.365203,ACC_00890,ACC_00910,13526.1,39.48.233.137,83.123.248.173,TRANSFER,IN,False,
TXN_C5BD586061B4,2026-08-17T16:55:42.365203,ACC_00443,ACC_00308,42137.1,158.70.197.203,207.67.192.146,TRANSFER,IN,False,
TXN_081C04DCEAD9,2026-08-17T16:58:03.365203,ACC_00465,ACC_00136,25711.07,24.174.51.128,38.190.212.91,TRANSFER,GB,False,
TXN_753596B12D0A,2026-08-17T17:01:37.365203,ACC_00005,ACC_00170,6457.0,102.122.210.223,61.162.192.12,TRANSFER,IN,False,
TXN_F543D1093B6B,2026-08-17T17:08:34.365203,ACC_00790,ACC_00656,45501.33,186.91.249.115,110.17.102.243,TRANSFER,IN,False,
TXN_F3CD78DC0571,2026-08-17T17:09:42.365203,ACC_00521,ACC_00932,41250.13,61.146.82.59,222.235.251.196,TRANSFER,SG,False,
TXN_F05E877C50E7,2026-08-17T17:10:43.365203,ACC_00213,ACC_00599,42432.34,55.63.212.45,126.68.234.160,TRANSFER,US,False,
TXN_A729716C2D5E,2026-08-17T17:12:05.365203,ACC_00464,ACC_00581,20691.2,170.70.182.247,198.26.254.109,TRANSFER,IN,False,
TXN_54BF54C4D0B6,2026-08-17T17:14:48.365203,ACC_00557,ACC_00709,13446.09,160.76.224.32,60.53.195.188,TRANSFER,SG,False,
TXN_10555D343176,2026-08-17T17:17:07.365203,ACC_00783,ACC_00971,11048.64,72.177.49.153,5.112.30.4,TRANSFER,SG,False,
TXN_CF3F63A5C788,2026-08-17T17:17:21.365203,ACC_00171,ACC_00265,46130.1,167.115.3.40,91.224.193.59,TRANSFER,IN,False,
TXN_72366CA24098,2026-08-17T17:18:18.365203,ACC_00503,ACC_00547,18797.78,198.220.51.70,153.32.141.44,TRANSFER,IN,False,
TXN_360C141F5F2D,2026-08-17T17:21:45.365203,ACC_00458,ACC_00581,26195.14,193.236.188.152,198.26.254.109,TRANSFER,IN,False,
TXN_D2358FF6DC12,2026-08-17T17:23:17.365203,ACC_00225,ACC_00402,9266.32,88.165.97.249,143.130.17.143,TRANSFER,SG,False,
TXN_2F0808FCC662,2026-08-17T17:27:00.365203,ACC_00081,ACC_00965,45185.22,101.173.90.245,43.237.161.132,TRANSFER,IN,False,
TXN_DBC281464D5E,2026-08-17T17:27:19.365203,ACC_00346,ACC_00807,36078.5,157.28.80.182,126.222.216.221,TRANSFER,US,False,
TXN_A5F3ABC0B8C5,2026-08-17T17:40:09.365203,ACC_00733,ACC_00233,23450.62,157.73.217.111,111.136.127.124,TRANSFER,IN,False,
TXN_12FF02EAAED7,2026-08-17T17:43:15.365203,ACC_00249,ACC_00488,33660.51,221.2.226.6,42.187.0.169,TRANSFER,IN,False,
TXN_593677B3EBDF,2026-08-17T17:53:26.365203,ACC_00401,ACC_00390,7739.57,217.124.142.120,44.119.75.240,TRANSFER,IN,False,
TXN_CAE9D6BAE195,2026-08-17T17:54:24.365203,ACC_00121,ACC_00147,12212.07,72.71.129.9,194.250.209.117,TRANSFER,US,False,
TXN_C6BA7B4A39B0,2026-08-17T17:54:33.365203,ACC_00144,ACC_00516,49674.82,8.32.116.107,183.184.177.10,TRANSFER,IN,False,
TXN_7C50B48CD013,2026-08-17T18:05:15.365203,ACC_00725,ACC_00707,24787.92,32.55.104.191,24.189.169.160,TRANSFER,US,False,
TXN_16F4CDAFA7C7,2026-08-17T18:12:48.365203,ACC_00885,ACC_00545,33976.92,37.30.106.189,144.6.115.145,TRANSFER,IN,False,
TXN_A464E5EEB63C,2026-08-17T18:13:22.365203,ACC_00115,ACC_00702,3350.05,210.105.57.68,32.159.158.28,TRANSFER,GB,False,
TXN_153EAFA3408C,2026-08-17T18:16:12.365203,ACC_00933,ACC_00718,25952.1,149.238.26.52,196.37.70.124,TRANSFER,IN,False,
TXN_5463566BD4B2,2026-08-17T18:20:44.365203,ACC_00651,ACC_00776,40242.79,99.41.41.20,155.139.232.182,TRANSFER,SG,False,
TXN_FD4773B23D10,2026-08-17T18:25:10.365203,ACC_00962,ACC_00609,32864.62,67.242.128.149,110.129.99.84,TRANSFER,GB,False,
TXN_CF93E23B532F,2026-08-17T18:25:17.365203,ACC_00079,ACC_00059,6423.12,83.161.55.4,171.137.205.127,TRANSFER,SG,False,
TXN_09FF70326004,2026-08-17T18:34:49.365203,ACC_00901,ACC_00661,34834.09,125.152.191.238,165.196.31.153,TRANSFER,IN,False,
TXN_C7EBEC2A8451,2026-08-17T18:41:42.365203,ACC_00827,ACC_00112,27709.38,118.210.132.136,202.237.250.163,TRANSFER,IN,False,
TXN_90BC9F14ACD5,2026-08-17T18:44:35.365203,ACC_00170,ACC_00349,23416.77,61.162.192.12,46.154.251.37,TRANSFER,US,False,
TXN_03F1A49D8586,2026-08-17T18:46:18.365203,ACC_00149,ACC_00379,30429.55,105.166.61.255,4.179.223.43,TRANSFER,US,False,
TXN_6621C9D34148,2026-08-17T18:50:18.365203,ACC_00999,ACC_00365,43666.56,149.71.57.169,155.166.158.161,TRANSFER,IN,False,
TXN_B9AFC05DAC35,2026-08-17T18:52:00.365203,ACC_00978,ACC_00717,42556.58,28.151.194.56,195.73.74.253,TRANSFER,US,False,
TXN_303C85773345,2026-08-17T18:55:37.365203,ACC_00244,ACC_00520,40977.27,109.69.28.229,15.67.68.99,TRANSFER,IN,False,
TXN_74B8BDACE63A,2026-08-17T18:58:27.365203,ACC_00077,ACC_00688,31911.88,123.187.228.112,180.1.244.20,TRANSFER,IN,False,
TXN_3B93B0357FBF,2026-08-17T19:02:11.365203,ACC_00087,ACC_00762,14363.96,206.150.48.161,216.7.164.189,TRANSFER,SG,False,
TXN_70544ACB6D7C,2026-08-17T19:08:08.365203,ACC_00365,ACC_00007,30814.96,155.166.158.161,93.20.151.224,TRANSFER,IN,False,
TXN_32FEA499F6C8,2026-08-17T19:10:00.365203,ACC_00874,ACC_00299,12016.97,72.174.72.252,183.54.33.154,TRANSFER,GB,False,
TXN_72C38FAE949D,2026-08-17T19:10:46.365203,ACC_00711,ACC_00343,39030.59,207.94.126.14,135.60.169.48,TRANSFER,IN,False,
TXN_1B06E91FF114,2026-08-17T19:11:34.365203,ACC_00918,ACC_00356,23883.66,48.207.229.94,183.124.154.202,TRANSFER,IN,False,
TXN_E5EDA1024420,2026-08-17T19:29:35.365203,ACC_00351,ACC_00303,29533.71,76.21.214.198,209.112.52.134,TRANSFER,GB,False,
TXN_0AC684EE0795,2026-08-17T19:35:20.365203,ACC_00829,ACC_00592,26173.47,35.236.104.85,161.208.60.11,TRANSFER,GB,False,
TXN_D7E5C5F92879,2026-08-17T19:37:54.365203,ACC_00244,ACC_00238,4690.34,109.69.28.229,185.176.235.244,TRANSFER,IN,False,
TXN_431C29D2A20A,2026-08-17T19:58:10.365203,ACC_00059,ACC_00740,1982.04,171.137.205.127,43.227.208.23,TRANSFER,IN,False,
TXN_10B855FAD33F,2026-08-17T20:04:18.365203,ACC_00844,ACC_00632,13364.2,14.249.63.252,19.169.2.231,TRANSFER,US,False,
TXN_B64626E6CBFE,2026-08-17T20:08:05.365203,ACC_00032,ACC_00379,5387.75,147.127.99.44,4.179.223.43,TRANSFER,IN,False,
TXN_67506447272F,2026-08-17T20:12:30.365203,ACC_00834,ACC_00397,38457.9,78.194.245.47,154.4.13.245,TRANSFER,GB,False,
TXN_8DBEFA52A44F,2026-08-17T20:19:00.365203,ACC_00150,ACC_00328,23106.09,67.238.126.70,119.29.132.178,TRANSFER,GB,False,
TXN_4F4E98C3909A,2026-08-17T20:28:30.365203,ACC_00966,ACC_00865,8053.83,190.189.135.125,77.130.68.23,TRANSFER,IN,False,
TXN_F8C25A84218F,2026-08-17T20:28:35.365203,ACC_00935,ACC_00103,33970.62,195.186.205.168,11.234.46.104,TRANSFER,SG,False,
TXN_D8D397AF7727,2026-08-17T20:34:30.365203,ACC_00537,ACC_00035,41969.52,56.72.154.153,65.63.107.176,TRANSFER,IN,False,
TXN_AED9C483CAE2,2026-08-17T20:35:55.365203,ACC_00054,ACC_00341,46560.12,205.88.32.156,61.143.216.127,TRANSFER,SG,False,
TXN_F2136F80085F,2026-08-17T20:39:09.365203,ACC_00256,ACC_00625,18898.45,164.39.57.197,50.190.14.156,TRANSFER,IN,False,
TXN_94ADBDA11370,2026-08-17T20:45:16.365203,ACC_00828,ACC_00315,14911.94,209.163.52.208,157.38.189.63,TRANSFER,SG,False,
TXN_8AC9A08C76E0,2026-08-17T20:52:08.365203,ACC_00387,ACC_00757,504.93,29.158.124.245,32.168.100.149,TRANSFER,IN,False,
TXN_A384DBC2F71F,2026-08-17T20:53:21.365203,ACC_00094,ACC_00119,28760.61,12.140.155.62,210.53.114.154,TRANSFER,GB,False,
TXN_A702CC09FD0F,2026-08-17T21:04:23.365203,ACC_00259,ACC_00091,13943.47,64.165.133.112,137.238.121.154,TRANSFER,US,False,
TXN_241FAFD70351,2026-08-17T21:07:57.365203,ACC_00435,ACC_00585,11778.66,70.15.171.118,133.142.82.136,TRANSFER,IN,False,
TXN_FDD9081E6F01,2026-08-17T21:13:13.365203,ACC_00284,ACC_00888,32829.22,44.94.237.56,211.11.94.120,TRANSFER,IN,False,
TXN_123004F719DA,2026-08-17T21:15:20.365203,ACC_00319,ACC_00344,1721.06,45.25.28.20,197.17.255.80,TRANSFER,US,False,
TXN_7B85A68F8EE4,2026-08-17T21:20:37.365203,ACC_00143,ACC_00210,27399.66,174.184.255.184,10.139.207.147,TRANSFER,IN,False,
TXN_82175C2ED599,2026-08-17T21:21:05.365203,ACC_00788,ACC_00122,39883.23,3.190.81.16,182.123.91.126,TRANSFER,IN,False,
TXN_22CCAB350FDF,2026-08-17T21:23:55.365203,ACC_00029,ACC_00031,29055.13,91.62.75.49,177.31.57.183,TRANSFER,SG,False,
TXN_713762AEEECB,2026-08-17T21:27:59.365203,ACC_00637,ACC_00495,35757.89,197.99.128.67,29.21.156.152,TRANSFER,SG,False,
TXN_148037085865,2026-08-17T21:34:38.365203,ACC_00767,ACC_00470,26261.67,191.213.90.174,95.50.48.164,TRANSFER,IN,False,
TXN_00CCB1F7D58C,2026-08-17T21:37:42.365203,ACC_00724,ACC_00181,8854.52,51.244.102.99,171.175.37.192,TRANSFER,US,False,
TXN_FE1B846EDCE2,2026-08-17T21:47:22.365203,ACC_00103,ACC_00741,34865.84,11.234.46.104,56.245.77.12,TRANSFER,GB,False,
TXN_6EC3A70A3C11,2026-08-17T21:54:44.365203,ACC_00011,ACC_00115,16946.53,206.19.26.115,210.105.57.68,TRANSFER,SG,False,
TXN_F18F59E9244D,2026-08-17T21:57:03.365203,ACC_00162,ACC_00451,20839.53,130.119.55.10,214.13.160.7,TRANSFER,IN,False,
TXN_6C3AB2367A5D,2026-08-17T22:04:08.365203,ACC_00554,ACC_00899,2534.5,78.22.41.5,40.131.22.92,TRANSFER,SG,False,
TXN_937843D96734,2026-08-17T22:06:47.365203,ACC_00062,ACC_00365,32264.29,155.139.76.50,155.166.158.161,TRANSFER,SG,False,
TXN_A3CA074E499D,2026-08-17T22:10:34.365203,ACC_00103,ACC_00559,15594.17,11.234.46.104,30.63.228.160,TRANSFER,GB,False,
TXN_D1013172D193,2026-08-17T22:24:44.365203,ACC_00171,ACC_00614,31009.3,167.115.3.40,39.217.213.166,TRANSFER,IN,False,
TXN_7B5A13952415,2026-08-17T22:31:22.365203,ACC_00635,ACC_00774,40903.41,63.2.59.91,44.231.170.63,TRANSFER,GB,False,
TXN_883C16E67D1C,2026-08-17T22:47:18.365203,ACC_00326,ACC_00476,27700.74,144.90.225.223,60.31.76.240,TRANSFER,SG,False,
TXN_E9736D55E87E,2026-08-17T22:47:56.365203,ACC_00010,ACC_00398,14062.78,91.7.133.76,160.185.191.225,TRANSFER,IN,False,
TXN_EDDBB2560851,2026-08-17T23:03:38.365203,ACC_00161,ACC_00903,17554.72,179.145.92.178,8.92.223.194,TRANSFER,SG,False,
TXN_03C74751F81E,2026-08-17T23:04:43.365203,ACC_00818,ACC_00858,46135.12,4.146.33.77,20.201.0.120,TRANSFER,SG,False,
TXN_D347B9CC0C84,2026-08-17T23:10:04.365203,ACC_00571,ACC_00972,29624.19,21.223.83.72,13.195.189.150,TRANSFER,GB,False,
TXN_11581F45C26A,2026-08-17T23:20:34.365203,ACC_00640,ACC_00480,29763.28,56.197.79.51,111.240.38.131,TRANSFER,US,False,
TXN_5441BDA017BD,2026-08-17T23:24:35.365203,ACC_00753,ACC_00444,22199.44,154.5.234.178,6.72.178.84,TRANSFER,SG,False,
TXN_ED51594141B6,2026-08-17T23:25:43.365203,ACC_00611,ACC_00822,10570.3,40.79.190.6,2.95.93.33,TRANSFER,SG,False,
TXN_CEB346CE0FE9,2026-08-17T23:30:35.365203,ACC_00289,ACC_00063,13669.77,125.102.149.227,195.134.137.183,TRANSFER,IN,False,
TXN_624398C4179D,2026-08-17T23:31:39.365203,ACC_00454,ACC_00190,25428.46,154.31.127.1,37.103.247.28,TRANSFER,SG,False,
TXN_472438F3E1D8,2026-08-17T23:37:29.365203,ACC_00523,ACC_00438,32229.27,164.35.38.15,62.84.144.42,TRANSFER,US,False,
TXN_DE588EA2A3E5,2026-08-17T23:38:18.365203,ACC_00271,ACC_00682,13193.73,165.55.222.186,106.147.103.149,TRANSFER,IN,False,
TXN_E8A011522BCA,2026-08-17T23:43:23.365203,ACC_00245,ACC_00782,10723.46,41.128.110.69,203.16.148.68,TRANSFER,IN,False,
TXN_EBF17F37A579,2026-08-17T23:46:45.365203,ACC_00093,ACC_00223,40869.98,19.186.245.22,83.193.214.131,TRANSFER,IN,False,
TXN_741757F4B2A7,2026-08-17T23:46:50.365203,ACC_00067,ACC_00198,41269.87,145.165.11.224,192.206.132.84,TRANSFER,SG,False,
TXN_B6968C0DDAF6,2026-08-17T23:56:21.365203,ACC_00065,ACC_00506,17276.74,63.4.203.142,41.26.91.201,TRANSFER,GB,False,
TXN_60EE1E8470A3,2026-08-18T00:13:39.365203,ACC_00233,ACC_00853,29840.73,111.136.127.124,67.197.133.125,TRANSFER,US,False,
TXN_ACE7E24BACB6,2026-08-18T00:25:14.365203,ACC_00708,ACC_00804,14827.51,119.216.151.184,58.18.115.243,TRANSFER,GB,False,
TXN_953D8E122A36,2026-08-18T00:28:17.365203,ACC_00978,ACC_00073,43262.26,28.151.194.56,147.92.170.210,TRANSFER,US,False,
TXN_702A87ADF513,2026-08-18T00:31:38.365203,ACC_00684,ACC_00122,23323.21,83.51.221.109,182.123.91.126,TRANSFER,IN,False,
TXN_C8044CAE2D0C,2026-08-18T00:36:29.365203,ACC_00436,ACC_00910,6590.16,200.171.64.211,83.123.248.173,TRANSFER,GB,False,
TXN_DDEEEED9A640,2026-08-18T00:42:36.365203,ACC_00723,ACC_00142,25982.29,45.147.145.49,184.137.188.149,TRANSFER,IN,False,
TXN_6F670FA70C39,2026-08-18T00:45:54.365203,ACC_00242,ACC_00506,3738.3,43.64.214.156,41.26.91.201,TRANSFER,IN,False,
TXN_79D31178F88C,2026-08-18T01:01:47.365203,ACC_00974,ACC_00712,13474.7,47.96.128.110,50.48.229.76,TRANSFER,IN,False,
TXN_21FC73AB0E95,2026-08-18T01:02:21.365203,ACC_00592,ACC_00105,39995.17,161.208.60.11,23.186.161.234,TRANSFER,GB,False,
TXN_2F93D78F4076,2026-08-18T01:04:31.365203,ACC_00321,ACC_00186,6199.13,206.5.80.115,193.102.56.212,TRANSFER,US,False,
TXN_399A7A42B146,2026-08-18T01:09:34.365203,ACC_00469,ACC_00312,42588.16,148.173.122.65,142.95.113.245,TRANSFER,IN,False,
TXN_AE40295F87F8,2026-08-18T01:16:54.365203,ACC_00329,ACC_00229,2045.67,60.201.107.159,123.242.217.183,TRANSFER,SG,False,
TXN_E1D1A3AB9DB4,2026-08-18T01:18:45.365203,ACC_00486,ACC_00850,43923.9,109.66.202.202,170.105.34.36,TRANSFER,IN,False,
TXN_9794EF9DAA05,2026-08-18T01:21:57.365203,ACC_00642,ACC_00641,4926.63,182.37.178.199,117.5.11.215,TRANSFER,IN,False,
TXN_70C49BDA7EDC,2026-08-18T01:25:00.365203,ACC_00375,ACC_00517,18321.78,18.43.174.118,208.23.221.13,TRANSFER,IN,False,
TXN_B00E37C40CBD,2026-08-18T01:26:57.365203,ACC_00130,ACC_00205,30368.3,112.131.37.139,220.58.236.224,TRANSFER,GB,False,
TXN_5CBCFBC7E386,2026-08-18T01:41:35.365203,ACC_00019,ACC_00458,18563.42,160.6.193.110,193.236.188.152,TRANSFER,IN,False,
TXN_89BE45140EB8,2026-08-18T01:44:50.365203,ACC_00226,ACC_00982,44126.07,81.201.184.192,118.175.172.86,TRANSFER,IN,False,
TXN_E3A6064403E3,2026-08-18T01:48:01.365203,ACC_00651,ACC_00844,23266.95,99.41.41.20,14.249.63.252,TRANSFER,SG,False,
TXN_7FF73D0A6214,2026-08-18T01:48:10.365203,ACC_00669,ACC_00013,48964.72,142.92.139.55,201.197.167.177,TRANSFER,GB,False,
TXN_3CF02259DD6C,2026-08-18T01:51:35.365203,ACC_00854,ACC_00923,8037.54,56.240.112.201,59.61.231.98,TRANSFER,SG,False,
TXN_14FEBB06763E,2026-08-18T01:53:52.365203,ACC_00542,ACC_00489,16335.81,191.21.56.246,137.55.210.141,TRANSFER,GB,False,
TXN_DC06C1403721,2026-08-18T01:54:49.365203,ACC_00528,ACC_00322,7821.41,217.109.186.96,166.253.50.104,TRANSFER,IN,False,
TXN_93C7033C7BE7,2026-08-18T02:01:30.365203,ACC_00092,ACC_00308,3785.27,30.184.26.99,207.67.192.146,TRANSFER,SG,False,
TXN_D3293B6A1C4B,2026-08-18T02:03:18.365203,ACC_00432,ACC_00142,16820.62,161.145.205.229,184.137.188.149,TRANSFER,IN,False,
TXN_E92B4BC96C06,2026-08-18T02:08:32.365203,ACC_00275,ACC_00915,32450.18,140.6.97.229,92.228.180.78,TRANSFER,IN,False,
TXN_B77326F871DE,2026-08-18T02:13:30.365203,ACC_00923,ACC_00979,20409.64,59.61.231.98,95.197.45.54,TRANSFER,US,False,
TXN_745880C22240,2026-08-18T02:13:32.365203,ACC_00442,ACC_00214,45306.64,98.171.107.204,115.218.174.239,TRANSFER,US,False,
TXN_00B85A3B6B48,2026-08-18T02:19:36.365203,ACC_00928,ACC_00925,6714.19,219.241.149.117,215.212.122.116,TRANSFER,SG,False,
TXN_5BE7CD5A07D1,2026-08-18T02:31:22.365203,ACC_00345,ACC_00284,32065.68,169.139.194.26,44.94.237.56,TRANSFER,GB,False,
TXN_97D9DDFBF734,2026-08-18T02:33:58.365203,ACC_00357,ACC_00416,19309.61,185.249.127.7,162.64.153.8,TRANSFER,SG,False,
TXN_CDF9186837DE,2026-08-18T02:37:24.365203,ACC_00113,ACC_00736,16628.65,19.44.19.2,86.5.122.205,TRANSFER,IN,False,
TXN_40E1F4676A85,2026-08-18T02:48:22.365203,ACC_00270,ACC_00228,18604.67,81.222.99.172,8.201.137.102,TRANSFER,IN,False,
TXN_34EA296C966C,2026-08-18T02:48:58.365203,ACC_00185,ACC_00160,15901.23,36.216.189.197,175.254.51.40,TRANSFER,GB,False,
TXN_E5176A0F6476,2026-08-18T02:59:22.365203,ACC_00875,ACC_00777,40237.83,6.231.78.55,185.49.42.247,TRANSFER,SG,False,
TXN_2EF1BFE941CA,2026-08-18T03:01:22.365203,ACC_00461,ACC_00172,44483.54,25.216.41.14,131.93.61.0,TRANSFER,IN,False,
TXN_78749C4228A0,2026-08-18T03:08:36.365203,ACC_00064,ACC_00627,12599.14,157.114.171.184,186.26.136.98,TRANSFER,IN,False,
TXN_3126341D37EF,2026-08-18T03:12:38.365203,ACC_00650,ACC_00209,42313.75,48.133.74.21,117.140.131.215,TRANSFER,IN,False,
TXN_D1792A93A655,2026-08-18T03:15:32.365203,ACC_00344,ACC_00557,44050.98,197.17.255.80,160.76.224.32,TRANSFER,IN,False,
TXN_4169E970E763,2026-08-18T03:25:52.365203,ACC_00891,ACC_00504,3592.25,14.2.88.122,132.199.27.20,TRANSFER,GB,False,
TXN_C5A998B18C86,2026-08-18T03:28:44.365203,ACC_00453,ACC_00105,1463.09,9.36.238.214,23.186.161.234,TRANSFER,GB,False,
TXN_AA1100A92712,2026-08-18T03:29:52.365203,ACC_00468,ACC_00495,18794.75,114.78.140.29,29.21.156.152,TRANSFER,US,False,
TXN_2CA7DA364321,2026-08-18T03:31:20.365203,ACC_00464,ACC_00731,40025.02,170.70.182.247,202.37.220.117,TRANSFER,IN,False,
TXN_750E7745FAE4,2026-08-18T03:35:22.365203,ACC_00351,ACC_00231,15534.48,76.21.214.198,149.104.121.6,TRANSFER,GB,False,
TXN_EC76E2628402,2026-08-18T03:47:16.365203,ACC_00257,ACC_00235,21713.39,16.4.36.177,34.176.190.72,TRANSFER,IN,False,
TXN_B907D804C7E7,2026-08-18T03:49:25.365203,ACC_00919,ACC_00198,23426.16,65.109.207.55,192.206.132.84,TRANSFER,US,False,
TXN_23223FEA6CE5,2026-08-18T03:49:48.365203,ACC_00158,ACC_00586,40092.71,193.41.73.204,27.19.149.97,TRANSFER,GB,False,
TXN_C1ED89C04444,2026-08-18T03:52:58.365203,ACC_00957,ACC_00725,23380.58,84.140.97.195,32.55.104.191,TRANSFER,IN,False,
TXN_96155DBFC055,2026-08-18T03:53:03.365203,ACC_00520,ACC_00506,10356.77,15.67.68.99,41.26.91.201,TRANSFER,IN,False,
TXN_62D15BC4E6BC,2026-08-18T03:54:38.365203,ACC_00802,ACC_00131,3193.91,200.42.183.84,40.218.46.102,TRANSFER,IN,False,
